CUST_NO_y,VTG,AGETIER
4529379.2,6-10 th,31-40 th
4521982.8,6-10 th,21-30 th
4528362.4,6-10 th,41-50 th
4529159.4,6-10 th,31-40 th
4518312.0,6-10 th,21-30 th
4627768.8,6-10 th,31-40 th
4751133.8,6-10 th,41-50 th
4773472.0,6-10 th,41-50 th
4840802.6,6-10 th,21-30 th
4851250.0,6-10 th,21-30 th
4842593.4,6-10 th,31-40 th
4829265.4,6-10 th,41-50 th
4815842.6,6-10 th,21-30 th
4809782.4,6-10 th,21-30 th
4792625.2,6-10 th,21-30 th
4801363.6,6-10 th,21-30 th
4810019.8,6-10 th,21-30 th
4872957.0,6-10 th,31-40 th
4934608.2,6-10 th,21-30 th
4915910.0,6-10 th,21-30 th
4965310.6,6-10 th,31-40 th
4951007.4,6-10 th,31-40 th
4958189.0,6-10 th,41-50 th
5024523.8,6-10 th,41-50 th
4995378.0,6-10 th,31-40 th
4990993.6,6-10 th,21-30 th
4991160.2,6-10 th,21-30 th
5102748.2,6-10 th,21-30 th
5094145.0,6-10 th,21-30 th
5080960.6,6-10 th,21-30 th
5118497.8,6-10 th,21-30 th
5162436.8,6-10 th,21-30 th
5152197.8,6-10 th,21-30 th
5201657.0,6-10 th,21-30 th
5203849.0,6-10 th,21-30 th
5261572.2,6-10 th,21-30 th
5259815.6,6-10 th,31-40 th
5240074.8,6-10 th,21-30 th
5223146.4,6-10 th,21-30 th
5239832.4,6-10 th,21-30 th
5232068.8,6-10 th,31-40 th
5259801.4,6-10 th,21-30 th
5328385.8,6-10 th,31-40 th
5338547.8,6-10 th,31-40 th
5361069.4,6-10 th,31-40 th
5375520.2,6-10 th,31-40 th
5368148.0,6-10 th,21-30 th
5431550.8,6-10 th,31-40 th
5406802.4,6-10 th,21-30 th
5393647.2,6-10 th,31-40 th
5388199.0,6-10 th,31-40 th
5449843.4,6-10 th,21-30 th
5500018.6,6-10 th,31-40 th
5509638.2,6-10 th,31-40 th
5571823.0,6-10 th,31-40 th
5583251.6,6-10 th,21-30 th
5575049.2,6-10 th,31-40 th
5556835.6,6-10 th,21-30 th
5560257.8,6-10 th,21-30 th
5626232.4,6-10 th,21-30 th
5699821.4,5 th,21-30 th
5704398.4,5 th,21-30 th
5702006.2,5 th,21-30 th
5684822.8,5 th,21-30 th
5736391.0,5 th,21-30 th
5784872.6,5 th,41-50 th
5775594.0,5 th,21-30 th
5775107.2,5 th,21-30 th
5804126.8,5 th,21-30 th
5813014.2,5 th,31-40 th
5808412.6,5 th,21-30 th
5828485.8,5 th,21-30 th
5822294.8,5 th,21-30 th
5871066.8,5 th,21-30 th
5925533.4,5 th,31-40 th
5952034.6,6-10 th,21-30 th
5951237.6,5 th,21-30 th
5993887.4,5 th,21-30 th
5984558.6,5 th,21-30 th
5957262.6,5 th,21-30 th
6009649.2,5 th,31-40 th
6008165.2,5 th,21-30 th
6059057.2,4 th,21-30 th
6055113.0,5 th,21-30 th
6039200.2,5 th,21-30 th
6027614.8,5 th,21-30 th
6072736.6,4 th,41-50 th
6080667.8,4 th,21-30 th
6113424.6,4 th,21-30 th
6089564.4,4 th,21-30 th
6095040.8,4 th,31-40 th
6141151.6,4 th,21-30 th
6161735.6,4 th,31-40 th
6162618.2,4 th,31-40 th
6170259.6,4 th,21-30 th
6162676.0,4 th,21-30 th
6199187.2,4 th,21-30 th
6277760.8,4 th,21-30 th
6268088.8,4 th,21-30 th
6275904.8,4 th,41-50 th
6271354.4,4 th,21-30 th
6337188.4,4 th,21-30 th
6402927.0,4 th,31-40 th
6408862.6,4 th,21-30 th
6438074.6,4 th,31-40 th
6484692.8,4 th,21-30 th
6456418.8,4 th,31-40 th
6493738.2,4 th,21-30 th
6522810.6,3 th,31-40 th
6575430.0,3 th,21-30 th
6570707.6,3 th,21-30 th
6618024.4,3 th,21-30 th
6654385.0,3 th,21-30 th
6620484.8,3 th,31-40 th
6716095.2,3 th,31-40 th
6700607.0,3 th,21-30 th
6699923.6,3 th,41-50 th
6695353.0,3 th,21-30 th
6690130.6,3 th,21-30 th
6725769.0,3 th,31-40 th
6747699.8,3 th,31-40 th
6737293.0,3 th,31-40 th
6814936.0,3 th,21-30 th
6802985.6,3 th,41-50 th
6867211.0,3 th,21-30 th
6860816.2,3 th,21-30 th
6853903.4,3 th,31-40 th
6860379.8,3 th,21-30 th
6910827.2,3 th,21-30 th
6893521.6,3 th,21-30 th
6898062.4,3 th,21-30 th
6948972.6,2 th,31-40 th
6985906.2,2 th,41-50 th
6950124.8,2 th,21-30 th
6996521.0,2 th,31-40 th
7002379.0,2 th,31-40 th
7031696.4,2 th,21-30 th
7143094.8,2 th,21-30 th
7128819.2,2 th,41-50 th
7119138.2,2 th,21-30 th
7186062.8,2 th,21-30 th
7161130.2,2 th,21-30 th
7199703.4,2 th,21-30 th
7236851.4,2 th,21-30 th
7233007.8,2 th,51-65 th
7258828.4,2 th,21-30 th
7250795.8,2 th,31-40 th
7296806.4,2 th,21-30 th
7297384.2,2 th,21-30 th
7276022.8,2 th,21-30 th
7313361.4,2 th,31-40 th
7378358.4,1 th,21-30 th
7365543.0,1 th,31-40 th
7419997.0,1 th,21-30 th
7489274.2,1 th,21-30 th
7474544.6,1 th,31-40 th
7529918.2,1 th,21-30 th
7519190.0,1 th,21-30 th
7591885.2,1 th,21-30 th
7569834.6,1 th,21-30 th
7573694.2,1 th,21-30 th
7597971.4,1 th,21-30 th
7635135.6,1 th,21-30 th
7624932.0,1 th,31-40 th
7646057.0,1 th,21-30 th
7707534.0,1 th,21-30 th
7793135.4,1 th,21-30 th
5849885.6,5 th,21-30 th
5301404.4,6-10 th,21-30 th
1992278.8,16-20 th,51-65 th
6135298.8,4 th,31-40 th
2844142.8,16-20 th,31-40 th
2845263.2,16-20 th,31-40 th
2859918.8,16-20 th,31-40 th
2872917.8,16-20 th,31-40 th
2535824.2,16-20 th,51-65 th
2484897.8,16-20 th,41-50 th
2448473.6,16-20 th,41-50 th
2374686.8,16-20 th,31-40 th
2096748.6,> 20 th,41-50 th
1825036.8,16-20 th,41-50 th
1775212.4,16-20 th,31-40 th
1603567.0,16-20 th,41-50 th
1498932.6,16-20 th,41-50 th
1500887.0,16-20 th,31-40 th
774967.2,> 20 th,31-40 th
814291.2,> 20 th,51-65 th
2707327.0,16-20 th,31-40 th
2635994.6,16-20 th,41-50 th
2465386.6,16-20 th,41-50 th
1801053.8,16-20 th,41-50 th
1729381.2,16-20 th,41-50 th
1721196.4,16-20 th,31-40 th
1390937.6,16-20 th,31-40 th
1274303.6,> 20 th,41-50 th
966402.2,> 20 th,41-50 th
822725.0,> 20 th,41-50 th
588265.0,> 20 th,51-65 th
123404.8,> 20 th,41-50 th
3061015.4,16-20 th,41-50 th
3074307.0,16-20 th,31-40 th
3130339.2,16-20 th,41-50 th
3200504.4,16-20 th,41-50 th
3411519.8,11-15 th,41-50 th
3418399.8,11-15 th,31-40 th
3482477.2,11-15 th,31-40 th
3503030.2,11-15 th,31-40 th
3562062.6,11-15 th,31-40 th
3601191.0,11-15 th,31-40 th
3639981.8,11-15 th,31-40 th
3724735.4,11-15 th,21-30 th
3738966.8,11-15 th,31-40 th
3833389.2,11-15 th,31-40 th
3843752.4,11-15 th,21-30 th
3866749.0,11-15 th,31-40 th
3877133.6,11-15 th,31-40 th
3876795.6,11-15 th,31-40 th
3937738.4,11-15 th,41-50 th
3952616.2,11-15 th,31-40 th
4009104.8,11-15 th,31-40 th
4029134.6,11-15 th,31-40 th
4061228.0,11-15 th,21-30 th
4114762.8,11-15 th,31-40 th
4122176.8,11-15 th,31-40 th
4214492.6,11-15 th,31-40 th
4193311.2,11-15 th,51-65 th
4207552.0,11-15 th,31-40 th
4264155.8,6-10 th,21-30 th
4244952.4,6-10 th,31-40 th
4310082.2,6-10 th,41-50 th
4270591.0,6-10 th,31-40 th
4358377.2,6-10 th,31-40 th
4449281.2,6-10 th,21-30 th
4466938.0,6-10 th,21-30 th
4536365.2,6-10 th,21-30 th
4515816.6,6-10 th,41-50 th
4502516.4,6-10 th,41-50 th
4570579.8,6-10 th,41-50 th
4652678.0,6-10 th,51-65 th
4647182.8,6-10 th,21-30 th
4652084.8,6-10 th,31-40 th
4645862.6,6-10 th,31-40 th
4642177.2,6-10 th,21-30 th
4623974.8,6-10 th,31-40 th
4622018.8,6-10 th,21-30 th
4626768.0,6-10 th,21-30 th
4682348.0,6-10 th,41-50 th
4680896.2,6-10 th,21-30 th
4752531.6,6-10 th,31-40 th
4687306.8,6-10 th,31-40 th
4842344.6,6-10 th,21-30 th
4800094.2,6-10 th,21-30 th
4937209.4,6-10 th,31-40 th
4911079.2,6-10 th,21-30 th
4903386.2,6-10 th,31-40 th
4949416.8,6-10 th,21-30 th
4948786.0,6-10 th,21-30 th
4953822.6,6-10 th,21-30 th
4952520.8,6-10 th,31-40 th
4956008.6,6-10 th,21-30 th
5022412.4,6-10 th,31-40 th
5017762.6,6-10 th,31-40 th
4984930.4,6-10 th,21-30 th
4975571.8,6-10 th,41-50 th
5054483.8,6-10 th,21-30 th
5087523.0,6-10 th,21-30 th
5073793.4,6-10 th,21-30 th
5129728.0,6-10 th,21-30 th
5159872.0,6-10 th,21-30 th
5160514.0,6-10 th,51-65 th
5163365.2,6-10 th,21-30 th
5160634.2,6-10 th,21-30 th
5156802.8,6-10 th,51-65 th
5155300.6,6-10 th,21-30 th
5208028.4,6-10 th,21-30 th
5263387.0,6-10 th,31-40 th
5239134.6,6-10 th,21-30 th
5239006.0,6-10 th,21-30 th
5282175.6,6-10 th,21-30 th
5363452.2,6-10 th,31-40 th
5364061.8,6-10 th,31-40 th
5414124.8,6-10 th,21-30 th
5402101.0,6-10 th,21-30 th
5501370.8,6-10 th,21-30 th
5486273.0,6-10 th,21-30 th
5462248.8,6-10 th,21-30 th
5523373.6,6-10 th,31-40 th
5570980.6,6-10 th,21-30 th
5595628.4,6-10 th,21-30 th
5626229.8,6-10 th,21-30 th
5628299.4,6-10 th,31-40 th
5617625.4,6-10 th,31-40 th
5668947.4,5 th,21-30 th
5715077.4,5 th,21-30 th
5693747.8,5 th,21-30 th
5690232.6,5 th,21-30 th
5684347.8,5 th,21-30 th
5684954.6,5 th,21-30 th
5783093.2,5 th,21-30 th
5766748.2,5 th,31-40 th
5809411.2,5 th,21-30 th
5803455.4,5 th,21-30 th
5854019.6,5 th,21-30 th
5837970.0,5 th,41-50 th
5926257.2,5 th,21-30 th
5952346.4,5 th,21-30 th
5997734.6,5 th,31-40 th
5971301.2,5 th,21-30 th
5968106.2,5 th,21-30 th
5961255.4,5 th,41-50 th
6054751.8,5 th,21-30 th
6034566.4,5 th,21-30 th
6027725.2,5 th,21-30 th
6079095.2,4 th,21-30 th
6118294.4,4 th,31-40 th
6123682.6,4 th,21-30 th
6100459.6,4 th,31-40 th
6130632.4,4 th,21-30 th
6130578.2,4 th,21-30 th
6162373.0,4 th,21-30 th
6196565.2,4 th,31-40 th
6200963.6,4 th,31-40 th
6198176.0,4 th,21-30 th
6236763.6,4 th,21-30 th
6217735.8,4 th,31-40 th
6251642.8,4 th,21-30 th
6291463.8,4 th,41-50 th
6336853.2,4 th,31-40 th
6392219.6,4 th,21-30 th
6400665.2,4 th,41-50 th
6487374.8,4 th,31-40 th
6484692.4,4 th,21-30 th
6478860.0,4 th,21-30 th
6513095.6,3 th,41-50 th
6599778.2,3 th,21-30 th
6633590.8,3 th,21-30 th
6715931.4,3 th,21-30 th
6717739.4,3 th,41-50 th
6716432.4,3 th,21-30 th
6709963.2,3 th,21-30 th
6722664.2,3 th,21-30 th
6764747.0,3 th,31-40 th
6757786.8,3 th,21-30 th
6795096.6,3 th,31-40 th
6868209.2,3 th,21-30 th
6888731.8,3 th,21-30 th
6909133.0,3 th,21-30 th
6919798.2,3 th,21-30 th
6906102.2,3 th,21-30 th
7072515.6,2 th,31-40 th
7096027.6,2 th,21-30 th
7096345.6,2 th,21-30 th
7119278.2,2 th,31-40 th
7185425.6,2 th,21-30 th
7194448.2,2 th,21-30 th
7177495.8,2 th,31-40 th
7260900.6,2 th,21-30 th
7299149.4,2 th,31-40 th
7277131.6,2 th,21-30 th
7266054.2,2 th,31-40 th
7262371.2,2 th,21-30 th
7308364.8,2 th,31-40 th
7304221.4,2 th,31-40 th
7313077.0,2 th,21-30 th
7380416.4,1 th,21-30 th
7382075.2,1 th,21-30 th
7406592.4,1 th,21-30 th
7443040.4,1 th,31-40 th
7435268.0,1 th,31-40 th
7427652.0,1 th,21-30 th
7449358.6,1 th,31-40 th
7492043.0,1 th,21-30 th
7461426.2,1 th,31-40 th
7498731.6,1 th,31-40 th
7499460.0,1 th,21-30 th
7501015.0,1 th,21-30 th
7544105.4,1 th,21-30 th
7542406.2,1 th,21-30 th
7509548.8,1 th,21-30 th
7576689.4,1 th,31-40 th
7630190.2,1 th,21-30 th
7785248.2,1 th,21-30 th
3016442.8,16-20 th,31-40 th
2943297.8,16-20 th,41-50 th
2989963.6,16-20 th,51-65 th
2415131.0,16-20 th,41-50 th
2269908.8,16-20 th,31-40 th
2228029.6,16-20 th,51-65 th
2079984.2,16-20 th,31-40 th
2076162.8,16-20 th,51-65 th
1893963.6,16-20 th,31-40 th
1677699.8,16-20 th,41-50 th
605728.8,> 20 th,41-50 th
145168.8,> 20 th,51-65 th
76514.4,> 20 th,41-50 th
2655205.8,16-20 th,51-65 th
2470887.6,16-20 th,31-40 th
2360193.2,16-20 th,41-50 th
2162860.0,16-20 th,41-50 th
2003962.0,16-20 th,21-30 th
1873964.2,16-20 th,51-65 th
1339231.6,16-20 th,51-65 th
1224262.2,> 20 th,41-50 th
1096742.2,> 20 th,31-40 th
1014360.8,> 20 th,41-50 th
925370.2,> 20 th,31-40 th
723588.2,> 20 th,41-50 th
480058.2,> 20 th,41-50 th
293928.6,> 20 th,51-65 th
3247655.6,11-15 th,31-40 th
3270947.6,11-15 th,31-40 th
3411129.2,11-15 th,41-50 th
3416547.2,16-20 th,31-40 th
3438703.2,11-15 th,41-50 th
3465106.4,11-15 th,41-50 th
3556869.2,11-15 th,51-65 th
3572250.6,11-15 th,31-40 th
3582111.0,11-15 th,21-30 th
3623069.8,11-15 th,31-40 th
3667074.0,11-15 th,31-40 th
3766138.0,11-15 th,31-40 th
3816389.4,11-15 th,31-40 th
3813313.2,11-15 th,41-50 th
3864238.6,11-15 th,31-40 th
3892627.4,11-15 th,31-40 th
3896603.0,11-15 th,41-50 th
3984234.2,11-15 th,21-30 th
4030775.2,11-15 th,51-65 th
4094906.6,11-15 th,21-30 th
4131173.6,11-15 th,31-40 th
4153009.8,11-15 th,31-40 th
4189958.8,11-15 th,31-40 th
4334870.6,6-10 th,41-50 th
4296668.0,6-10 th,21-30 th
4375817.2,6-10 th,31-40 th
4452427.2,6-10 th,31-40 th
4426918.4,6-10 th,21-30 th
4388422.2,6-10 th,21-30 th
4545681.6,6-10 th,41-50 th
4544659.8,6-10 th,31-40 th
4533685.8,6-10 th,41-50 th
4504544.6,6-10 th,31-40 th
4568340.6,6-10 th,31-40 th
4649140.6,6-10 th,31-40 th
4641339.4,6-10 th,21-30 th
4655053.8,6-10 th,41-50 th
4629938.8,6-10 th,41-50 th
4619162.0,6-10 th,21-30 th
4608502.0,6-10 th,31-40 th
4743143.0,6-10 th,21-30 th
4782365.6,6-10 th,21-30 th
4772234.6,6-10 th,31-40 th
4819440.8,16-20 th,31-40 th
4832442.0,6-10 th,31-40 th
4871800.6,6-10 th,21-30 th
4933774.2,6-10 th,31-40 th
4907834.4,6-10 th,21-30 th
4903049.0,6-10 th,21-30 th
4885935.0,6-10 th,31-40 th
4893851.6,6-10 th,21-30 th
4894668.4,6-10 th,31-40 th
4948803.6,6-10 th,21-30 th
4961248.4,6-10 th,21-30 th
5009432.4,6-10 th,21-30 th
4983911.6,6-10 th,31-40 th
4988084.6,6-10 th,21-30 th
5109098.8,6-10 th,31-40 th
5107857.0,6-10 th,31-40 th
5113010.2,6-10 th,21-30 th
5114648.4,6-10 th,21-30 th
5077780.2,6-10 th,21-30 th
5057214.8,6-10 th,31-40 th
5126842.8,6-10 th,21-30 th
5119022.6,6-10 th,41-50 th
5176599.0,6-10 th,21-30 th
5158392.6,6-10 th,31-40 th
5206085.0,6-10 th,21-30 th
5264039.6,6-10 th,31-40 th
5246730.8,6-10 th,51-65 th
5354613.8,6-10 th,31-40 th
5321172.4,6-10 th,21-30 th
5300440.6,6-10 th,21-30 th
5310390.2,6-10 th,21-30 th
5362491.4,6-10 th,31-40 th
5363503.0,6-10 th,41-50 th
5426062.4,6-10 th,21-30 th
5398038.4,6-10 th,31-40 th
5411120.8,6-10 th,21-30 th
5405717.0,6-10 th,21-30 th
5438238.2,6-10 th,41-50 th
5505168.6,6-10 th,21-30 th
5500865.6,6-10 th,31-40 th
5494024.2,6-10 th,21-30 th
5570669.8,6-10 th,21-30 th
5588082.8,6-10 th,31-40 th
5597595.2,6-10 th,21-30 th
5592615.4,6-10 th,21-30 th
5641503.6,6-10 th,41-50 th
5645177.2,6-10 th,21-30 th
5618723.8,6-10 th,21-30 th
5616858.8,6-10 th,21-30 th
5663755.0,5 th,21-30 th
5694174.6,5 th,21-30 th
5694748.0,5 th,21-30 th
5687265.2,5 th,21-30 th
5739075.0,5 th,21-30 th
5766108.2,5 th,21-30 th
5777785.2,5 th,21-30 th
5774904.6,5 th,21-30 th
5748776.0,5 th,41-50 th
5859413.2,5 th,21-30 th
5863327.4,5 th,41-50 th
5839750.2,5 th,31-40 th
5815595.0,5 th,21-30 th
5928948.2,5 th,31-40 th
5905459.6,5 th,21-30 th
5904261.2,5 th,21-30 th
5950775.8,5 th,21-30 th
6001699.8,5 th,21-30 th
5968983.0,5 th,21-30 th
6015137.6,5 th,31-40 th
6065168.4,4 th,31-40 th
6052511.8,5 th,21-30 th
6023935.0,5 th,21-30 th
6029538.8,5 th,21-30 th
6123317.4,4 th,21-30 th
6123156.8,4 th,31-40 th
6132322.8,4 th,21-30 th
6167534.0,4 th,21-30 th
6165687.6,4 th,21-30 th
6156599.2,4 th,31-40 th
6309983.2,4 th,31-40 th
6283039.4,4 th,21-30 th
6270307.0,4 th,41-50 th
6322636.4,4 th,31-40 th
6364474.8,4 th,21-30 th
6349661.0,4 th,41-50 th
6354881.6,4 th,51-65 th
6410272.2,4 th,21-30 th
6403067.4,4 th,21-30 th
6403985.8,4 th,41-50 th
6401424.6,4 th,21-30 th
6402192.8,4 th,41-50 th
6487962.8,4 th,21-30 th
6480213.4,4 th,21-30 th
6453695.6,4 th,31-40 th
6450474.0,4 th,31-40 th
6494792.4,4 th,31-40 th
6498883.2,3 th,21-30 th
6530776.0,11-15 th,31-40 th
6525507.2,3 th,21-30 th
6521576.8,3 th,21-30 th
6520628.0,3 th,51-65 th
6509795.2,3 th,21-30 th
6605694.8,3 th,21-30 th
6567592.6,3 th,21-30 th
6610103.4,3 th,31-40 th
6619897.0,3 th,31-40 th
6651889.6,3 th,21-30 th
6666912.2,3 th,41-50 th
6714027.8,3 th,21-30 th
6717147.2,3 th,31-40 th
6710539.4,3 th,21-30 th
6728829.0,3 th,21-30 th
6750962.2,3 th,21-30 th
6737759.6,3 th,21-30 th
6746138.6,3 th,21-30 th
6822763.2,6-10 th,21-30 th
6818814.4,3 th,21-30 th
6804647.8,3 th,31-40 th
6804901.4,3 th,21-30 th
6790516.8,3 th,41-50 th
6834378.2,4 th,31-40 th
6835169.2,3 th,21-30 th
6855027.0,3 th,21-30 th
6923240.0,3 th,21-30 th
6944953.4,2 th,31-40 th
6984222.4,2 th,21-30 th
6995745.6,2 th,21-30 th
7002029.6,2 th,31-40 th
7030124.6,2 th,21-30 th
7010634.6,2 th,21-30 th
7135310.4,2 th,31-40 th
7122180.8,2 th,21-30 th
7110898.4,2 th,21-30 th
7205805.4,2 th,21-30 th
7245195.4,2 th,21-30 th
7231809.0,2 th,31-40 th
7282494.0,2 th,31-40 th
7278311.4,2 th,31-40 th
7305461.6,2 th,21-30 th
7334413.4,2 th,31-40 th
7372624.2,1 th,21-30 th
7414816.6,1 th,21-30 th
7451062.6,1 th,31-40 th
7478919.0,1 th,21-30 th
7503755.0,1 th,21-30 th
7519608.6,1 th,21-30 th
7580861.4,1 th,41-50 th
7584763.6,1 th,21-30 th
7610046.6,1 th,21-30 th
7647330.2,1 th,31-40 th
7688937.8,1 th,21-30 th
7676121.0,1 th,21-30 th
7661317.4,1 th,31-40 th
7706418.8,1 th,21-30 th
7740243.6,1 th,21-30 th
7784058.6,1 th,21-30 th
7787947.6,1 th,21-30 th
7757333.2,1 th,21-30 th
7805669.2,1 th,31-40 th
6011409.2,5 th,41-50 th
1096293.4,> 20 th,31-40 th
2891617.2,16-20 th,31-40 th
7258118.2,2 th,21-30 th
2640068.4,16-20 th,31-40 th
2621481.0,16-20 th,31-40 th
2189698.4,16-20 th,51-65 th
1659984.4,16-20 th,41-50 th
1409099.4,16-20 th,41-50 th
1326238.2,16-20 th,41-50 th
355619.8,> 20 th,41-50 th
226561.0,> 20 th,41-50 th
48795.2,> 20 th,51-65 th
2633858.0,16-20 th,31-40 th
1926039.0,16-20 th,41-50 th
1675975.4,16-20 th,31-40 th
1486336.6,16-20 th,51-65 th
1259411.6,> 20 th,31-40 th
582948.4,> 20 th,31-40 th
212837.6,> 20 th,41-50 th
224655.2,> 20 th,41-50 th
181567.6,> 20 th,31-40 th
183091.6,> 20 th,21-30 th
3245631.6,11-15 th,31-40 th
3275706.6,11-15 th,41-50 th
3290781.6,11-15 th,31-40 th
3316166.4,11-15 th,31-40 th
3395905.4,11-15 th,31-40 th
3593726.0,11-15 th,31-40 th
3721670.0,11-15 th,41-50 th
3799741.0,11-15 th,31-40 th
3874556.0,11-15 th,31-40 th
3963723.6,11-15 th,31-40 th
4015948.4,11-15 th,21-30 th
4031234.8,11-15 th,31-40 th
4040734.6,11-15 th,31-40 th
4080631.8,11-15 th,41-50 th
4097814.6,11-15 th,31-40 th
4115489.8,11-15 th,21-30 th
4227037.4,6-10 th,31-40 th
4227935.6,6-10 th,31-40 th
4205782.2,11-15 th,41-50 th
4168752.4,11-15 th,31-40 th
4267269.4,6-10 th,31-40 th
4334858.4,6-10 th,31-40 th
4327195.2,6-10 th,31-40 th
4446310.2,16-20 th,31-40 th
4475916.2,6-10 th,21-30 th
4539136.0,6-10 th,41-50 th
4530083.2,6-10 th,41-50 th
4510011.0,6-10 th,41-50 th
4513679.2,6-10 th,21-30 th
4528896.0,6-10 th,21-30 th
4518072.4,6-10 th,21-30 th
4564810.0,6-10 th,31-40 th
4661530.2,6-10 th,21-30 th
4633570.6,6-10 th,21-30 th
4631029.2,6-10 th,31-40 th
4631041.2,6-10 th,31-40 th
4591979.4,6-10 th,21-30 th
4601582.4,6-10 th,31-40 th
4682035.6,6-10 th,31-40 th
4673677.6,6-10 th,31-40 th
4753673.2,11-15 th,21-30 th
4746322.6,6-10 th,31-40 th
4719124.4,6-10 th,31-40 th
4714343.0,6-10 th,21-30 th
4703256.0,6-10 th,31-40 th
4779549.8,6-10 th,21-30 th
4836145.0,6-10 th,21-30 th
4826796.8,6-10 th,31-40 th
4827901.6,6-10 th,31-40 th
4786930.6,6-10 th,41-50 th
4877768.2,11-15 th,31-40 th
4861609.4,6-10 th,21-30 th
4936403.0,6-10 th,21-30 th
4925224.0,6-10 th,21-30 th
5032997.8,6-10 th,41-50 th
5012560.6,6-10 th,31-40 th
4970369.4,6-10 th,31-40 th
4983637.8,6-10 th,31-40 th
5050778.4,6-10 th,31-40 th
5089111.2,6-10 th,21-30 th
5065465.2,6-10 th,21-30 th
5122737.6,6-10 th,21-30 th
5134098.0,16-20 th,31-40 th
5176499.6,6-10 th,21-30 th
5177543.4,6-10 th,31-40 th
5141029.8,6-10 th,31-40 th
5217071.4,6-10 th,21-30 th
5213488.2,6-10 th,31-40 th
5276960.4,6-10 th,21-30 th
5251233.4,6-10 th,21-30 th
5251896.8,6-10 th,21-30 th
5223366.6,6-10 th,31-40 th
5289355.2,6-10 th,31-40 th
5346293.2,6-10 th,41-50 th
5353350.4,6-10 th,21-30 th
5354165.2,6-10 th,21-30 th
5333892.4,6-10 th,41-50 th
5334680.6,6-10 th,31-40 th
5308685.4,6-10 th,41-50 th
5403574.4,6-10 th,51-65 th
5503378.6,6-10 th,31-40 th
5500289.8,6-10 th,21-30 th
5507584.2,6-10 th,21-30 th
5500108.8,6-10 th,51-65 th
5486417.0,6-10 th,41-50 th
5457417.8,6-10 th,31-40 th
5576309.2,6-10 th,21-30 th
5552478.4,6-10 th,41-50 th
5558055.8,6-10 th,21-30 th
5534707.2,6-10 th,31-40 th
5596231.8,6-10 th,21-30 th
5656102.2,5 th,31-40 th
5678000.4,5 th,21-30 th
5764839.2,5 th,51-65 th
5750092.8,5 th,31-40 th
5806846.8,5 th,21-30 th
5852689.2,5 th,21-30 th
5853012.8,5 th,31-40 th
5849190.2,5 th,31-40 th
5835719.8,5 th,21-30 th
5838561.0,5 th,21-30 th
5831600.2,5 th,31-40 th
5827817.4,5 th,31-40 th
5881524.0,5 th,21-30 th
5884213.4,5 th,21-30 th
5922459.6,5 th,21-30 th
5930560.0,5 th,21-30 th
5926946.2,5 th,21-30 th
5902540.2,5 th,21-30 th
5887363.2,5 th,21-30 th
5896662.4,5 th,21-30 th
5950945.2,5 th,51-65 th
5943817.4,5 th,21-30 th
5973059.8,5 th,21-30 th
5954550.4,5 th,21-30 th
6006608.4,5 th,21-30 th
6054228.6,5 th,21-30 th
6057729.4,4 th,21-30 th
6031581.6,5 th,51-65 th
6026097.0,5 th,31-40 th
6076069.8,4 th,21-30 th
6122490.2,4 th,31-40 th
6112391.0,4 th,21-30 th
6132720.6,4 th,21-30 th
6174885.4,4 th,31-40 th
6165555.0,4 th,21-30 th
6249460.2,4 th,21-30 th
6224910.6,4 th,41-50 th
6212010.2,4 th,21-30 th
6207765.0,4 th,21-30 th
6253234.2,4 th,21-30 th
6284569.0,4 th,21-30 th
6267267.8,4 th,41-50 th
6370688.8,4 th,21-30 th
6350016.6,4 th,21-30 th
6331330.0,4 th,21-30 th
6379162.0,4 th,21-30 th
6396057.0,4 th,21-30 th
6433478.8,4 th,51-65 th
6471432.2,4 th,21-30 th
6446225.8,4 th,21-30 th
6499038.4,3 th,21-30 th
6504651.4,3 th,21-30 th
6547149.8,3 th,21-30 th
6607522.0,3 th,21-30 th
6585203.8,3 th,21-30 th
6588972.2,3 th,21-30 th
6590947.0,3 th,21-30 th
6567374.6,3 th,21-30 th
6625580.2,3 th,31-40 th
6678597.8,3 th,41-50 th
6703318.0,3 th,31-40 th
6729094.4,3 th,21-30 th
6753449.8,3 th,21-30 th
6750692.8,3 th,21-30 th
6794898.0,3 th,31-40 th
6866072.0,3 th,21-30 th
6871668.2,3 th,41-50 th
6872215.6,3 th,31-40 th
6927253.8,3 th,31-40 th
6966342.8,2 th,21-30 th
6969483.2,2 th,21-30 th
6950225.2,2 th,21-30 th
7081458.0,2 th,31-40 th
7107386.6,2 th,21-30 th
7134820.8,2 th,21-30 th
7114344.8,2 th,21-30 th
7115157.4,2 th,21-30 th
7194781.4,2 th,21-30 th
7179651.8,2 th,31-40 th
7169002.4,2 th,21-30 th
7169820.0,2 th,21-30 th
7220626.8,2 th,21-30 th
7286867.0,2 th,41-50 th
7288557.0,2 th,21-30 th
7338139.0,1 th,31-40 th
7336450.0,2 th,21-30 th
7356151.6,1 th,21-30 th
7353690.0,1 th,21-30 th
7397525.6,1 th,21-30 th
7363637.0,1 th,21-30 th
7410325.6,1 th,21-30 th
7432425.6,1 th,31-40 th
7422493.8,1 th,21-30 th
7483290.6,1 th,21-30 th
7466980.0,1 th,21-30 th
7531947.4,1 th,21-30 th
7582508.6,1 th,31-40 th
7633957.6,1 th,31-40 th
